gufi,timestamp,departure_runway_actual,departure_runway_actual_time,arrival_runway_actual,arrival_runway_actual_time
AAL1108.CLT.LGA.201119.1632.0083.TFM,2020-11-20 16:49:18,36R,2020-11-20 16:49:18,,
AAL2294.RSW.CLT.201119.1512.0071.TFM,2020-11-20 16:49:21,,,36L,2020-11-20 16:49:21
JIA5487.RIC.CLT.201119.1552.0012.TFM,2020-11-20 16:49:41,,,36R,2020-11-20 16:49:41
JIA5277.CLT.TUL.201119.1632.0030.TFM,2020-11-20 16:50:15,36C,2020-11-20 16:50:15,,
JIA5030.STL.CLT.201119.1517.0027.TFM,2020-11-20 16:50:32,,,36L,2020-11-20 16:50:32
JIA5338.CHS.CLT.201119.1612.0041.TFM,2020-11-20 16:51:13,,,36C,2020-11-20 16:51:13
JIA5512.CLT.SAV.201119.1622.0038.TFM,2020-11-20 16:51:17,36R,2020-11-20 16:51:17,,
AAL2212.SAT.CLT.201119.1432.0057.TFM,2020-11-20 16:51:33,,,36L,2020-11-20 16:51:33
AAL561.PHL.CLT.201119.1527.0130.TFM,2020-11-20 16:51:35,,,36R,2020-11-20 16:51:35
AAL2369.IAH.CLT.201119.1437.0089.TFM,2020-11-20 16:52:42,,,36L,2020-11-20 16:52:42
JIA5102.CLT.BTR.201119.1637.0119.TFM,2020-11-20 16:53:03,36C,2020-11-20 16:53:03,,
JIA5638.CLT.MLB.201119.1632.0077.TFM,2020-11-20 16:53:23,36R,2020-11-20 16:53:23,,
RPA4736.CMH.CLT.201119.1537.0069.TFM,2020-11-20 16:53:44,,,36L,2020-11-20 16:53:44
AAL25.CLT.MIA.201119.1642.0054.TFM,2020-11-20 16:54:25,36R,2020-11-20 16:54:25,,
JIA5280.CLT.GSP.201119.1627.0055.TFM,2020-11-20 16:55:03,36C,2020-11-20 16:55:03,,
AAL2355.CLT.BDL.201119.1627.0175.TFM,2020-11-20 16:55:07,36R,2020-11-20 16:55:07,,
JIA5357.BHM.CLT.201119.1542.0110.TFM,2020-11-20 16:55:09,,,36L,2020-11-20 16:55:09
RPA4526.CLT.CMH.201119.1637.0052.TFM,2020-11-20 16:55:46,36C,2020-11-20 16:55:46,,
AAL507.PHX.CLT.201119.1312.0101.TFM,2020-11-20 16:56:04,,,36L,2020-11-20 16:56:04
JIA5642.ILM.CLT.201119.1547.0053.TFM,2020-11-20 16:56:18,,,36R,2020-11-20 16:56:18
JIA5238.CLT.RAP.201119.1632.0081.TFM,2020-11-20 16:56:21,36C,2020-11-20 16:56:21,,
JIA5670.CLT.MSN.201119.1632.0074.TFM,2020-11-20 16:57:07,36C,2020-11-20 16:57:07,,
AAL2722.MEM.CLT.201119.1532.0032.TFM,2020-11-20 16:57:18,,,36L,2020-11-20 16:57:18
AAL1566.CLT.PUJ.201119.1642.0051.TFM,2020-11-20 16:58:09,36R,2020-11-20 16:58:09,,
JIA5386.MYR.CLT.201119.1612.0043.TFM,2020-11-20 16:58:22,,,36R,2020-11-20 16:58:22
JIA9946.GSP.CLT.201119.2157.0038.TFM_TFDM,2020-11-20 16:58:48,,,36L,2020-11-20 16:58:48
AAL2274.CLT.SEA.201119.1642.0060.TFM,2020-11-20 16:58:59,36C,2020-11-20 16:58:59,,
JIA5475.CLT.PIT.201119.1642.0033.TFM,2020-11-20 16:59:40,36C,2020-11-20 16:59:40,,
PDT6118.PHF.CLT.201119.1547.0070.TFM,2020-11-20 16:59:41,,,36L,2020-11-20 16:59:41
AAL742.CLT.PVD.201119.1642.0059.TFM,2020-11-20 17:00:02,36R,2020-11-20 17:00:02,,
JIA5644.FAY.CLT.201119.1617.0032.TFM,2020-11-20 17:00:22,,,36R,2020-11-20 17:00:22
JIA5349.CLT.LEX.201119.1637.0122.TFM,2020-11-20 17:00:30,36C,2020-11-20 17:00:30,,
AAL1687.MSY.CLT.201119.1512.0088.TFM,2020-11-20 17:00:54,,,36L,2020-11-20 17:00:54
JIA5603.CLT.VPS.201119.1627.0037.TFM,2020-11-20 17:01:25,36C,2020-11-20 17:01:25,,
AAL1786.RDU.CLT.201119.1552.0061.TFM,2020-11-20 17:01:53,,,36C,2020-11-20 17:01:53
JIA5576.CLT.IAD.201119.1642.0037.TFM,2020-11-20 17:02:02,36R,2020-11-20 17:02:02,,
RPA4796.MCI.CLT.201119.1457.0055.TFM,2020-11-20 17:02:26,,,36L,2020-11-20 17:02:26
GAJ500.CLT.FTY.201120.1256.0065.TFM,2020-11-20 17:02:46,36R,2020-11-20 17:02:46,,
RPA4626.ORF.CLT.201119.1552.0078.TFM,2020-11-20 17:03:27,,,36R,2020-11-20 17:03:27
JIA5027.ATL.CLT.201119.1602.0106.TFM,2020-11-20 17:03:41,,,36L,2020-11-20 17:03:41
VTE3402.CLT.BKW.201120.0555.0003.TFM,2020-11-20 17:04:32,36C,2020-11-20 17:04:32,,
JIA5237.CRW.CLT.201119.1602.0057.TFM,2020-11-20 17:04:58,,,36L,2020-11-20 17:04:58
JIA5065.CLT.JAX.201119.1647.0039.TFM,2020-11-20 17:04:59,36R,2020-11-20 17:04:59,,
PDT6126.CLT.MGM.201119.1637.0053.TFM,2020-11-20 17:05:25,36C,2020-11-20 17:05:25,,
JIA5162.CLT.ORF.201119.1642.0041.TFM,2020-11-20 17:06:00,36R,2020-11-20 17:06:00,,
RPA4934.AVL.CLT.201119.1612.0035.TFM,2020-11-20 17:06:05,,,36L,2020-11-20 17:06:05
PDT6015.CLT.ITH.201119.1647.0019.TFM,2020-11-20 17:06:06,36C,2020-11-20 17:06:06,,
GJS4404.CLT.ORD.201119.1702.0115.TFM,2020-11-20 17:06:42,36C,2020-11-20 17:06:42,,
AAL875.CLT.MBJ.201119.1647.0134.TFM,2020-11-20 17:07:06,36R,2020-11-20 17:07:06,,
PDT6106.CHA.CLT.201119.1552.0075.TFM,2020-11-20 17:07:09,,,36L,2020-11-20 17:07:09
JIA5519.IAD.CLT.201119.1557.0134.TFM,2020-11-20 17:07:28,,,36R,2020-11-20 17:07:28
AAL886.CLT.CUN.201119.1647.0028.TFM,2020-11-20 17:07:47,36C,2020-11-20 17:07:47,,
JIA5372.CLT.MDT.201119.1642.0030.TFM,2020-11-20 17:08:56,36C,2020-11-20 17:08:56,,
SWA888.STL.CLT.201119.1537.0053.TFM,2020-11-20 17:09:02,,,36L,2020-11-20 17:09:02
AAL2548.CLT.EWR.201119.1652.0097.TFM,2020-11-20 17:09:07,36R,2020-11-20 17:09:07,,
JIA5224.CLT.ATL.201119.1647.0045.TFM,2020-11-20 17:09:52,36C,2020-11-20 17:09:52,,
ASH6023.IAD.CLT.201119.1557.0093.TFM,2020-11-20 17:10:22,,,36L,2020-11-20 17:10:22
N25QT.CLT.TUL.201120.1430.0004.TFM,2020-11-20 17:10:45,36R,2020-11-20 17:10:45,,
SBE600.CLT.ORL.201120.1446.0010.TFM,2020-11-20 17:12:06,36R,2020-11-20 17:12:06,,
RPA4891.CLT.BGR.201119.1632.0065.TFM,2020-11-20 17:13:24,36R,2020-11-20 17:13:24,,
JIA5624.CLT.TLH.201119.1657.0209.TFM,2020-11-20 17:13:26,36C,2020-11-20 17:13:26,,
LN210CM.TEB.CLT.201120.0955.0011.TFM,2020-11-20 17:15:34,,,36R,2020-11-20 17:15:34
PDT9980.EVV.CLT.201120.1530.0016.TFM,2020-11-20 17:18:31,,,36R,2020-11-20 17:18:31
PDT6157.ROA.CLT.201119.1612.0047.TFM,2020-11-20 17:19:44,,,36R,2020-11-20 17:19:44
AAL2368.CLT.BOS.201119.1632.0071.TFM,2020-11-20 17:21:38,36R,2020-11-20 17:21:38,,
AAL2358.MIA.CLT.201119.1522.0079.TFM,2020-11-20 17:22:40,,,36R,2020-11-20 17:22:40
DAL2335.CLT.ATL.201119.1712.0085.TFM,2020-11-20 17:23:42,36C,2020-11-20 17:23:42,,
JIA5652.CLT.ERI.201119.1622.0020.TFM,2020-11-20 17:29:55,36C,2020-11-20 17:29:55,,
RPA4788.HHH.CLT.201119.1602.0058.TFM,2020-11-20 17:40:08,,,36R,2020-11-20 17:40:08
AAL122.CLT.DEN.201119.1647.0027.TFM,2020-11-20 17:43:58,36C,2020-11-20 17:43:58,,
N142JS.CAK.CLT.201120.1544.0004.TMA,2020-11-20 17:47:03,,,36R,2020-11-20 17:47:03
AAL2030.DCA.CLT.201119.1652.0119.TFM,2020-11-20 17:52:01,,,18C,2020-11-20 17:52:01
JIA5697.ABE.CLT.201119.1647.0030.TFM,2020-11-20 17:52:53,,,18L,2020-11-20 17:52:53
EDV4782.CLT.MSP.201119.1742.0052.TFM,2020-11-20 17:53:55,18C,2020-11-20 17:53:55,,
N1549E.CLT.EEN.201120.1548.0026.TFM,2020-11-20 17:54:46,18L,2020-11-20 17:54:46,,
PHJ55.RYY.CLT.201120.1449.0017.TFM,2020-11-20 17:56:15,,,18L,2020-11-20 17:56:15
AAL758.CLT.SRQ.201119.1752.0052.TFM,2020-11-20 17:59:24,18L,2020-11-20 17:59:24,,
RPA4587.SAV.CLT.201119.1707.0063.TFM,2020-11-20 18:00:38,,,18L,2020-11-20 18:00:38
DAL2360.ATL.CLT.201119.1712.0099.TFM,2020-11-20 18:01:05,,,18C,2020-11-20 18:01:05
AAL2304.CLT.STL.201119.1757.0190.TFM,2020-11-20 18:02:53,18C,2020-11-20 18:02:53,,
AAL2926.DEN.CLT.201119.1517.0047.TFM,2020-11-20 18:02:56,,,18R,2020-11-20 18:02:56
AAL2856.CLT.RDU.201119.1752.0066.TFM,2020-11-20 18:03:28,18L,2020-11-20 18:03:28,,
JIA5589.CLT.GPT.201119.1752.0082.TFM,2020-11-20 18:04:21,18C,2020-11-20 18:04:21,,
JIA5197.CVG.CLT.201119.1702.0083.TFM,2020-11-20 18:04:32,,,18R,2020-11-20 18:04:32
AAL227.CLT.TPA.201119.1757.0205.TFM,2020-11-20 18:05:49,18C,2020-11-20 18:05:49,,
PDT6193.SBY.CLT.201119.1702.0082.TFM,2020-11-20 18:06:05,,,18L,2020-11-20 18:06:05
RPA4511.CLE.CLT.201119.1652.0116.TFM,2020-11-20 18:07:28,,,18R,2020-11-20 18:07:28
RPA5688.CLT.DTW.201119.1757.0114.TFM,2020-11-20 18:07:29,18C,2020-11-20 18:07:29,,
RPA4601.CLT.HHH.201119.1752.0065.TFM,2020-11-20 18:08:40,18L,2020-11-20 18:08:40,,
AAL52.LAX.CLT.201119.1402.0041.TFM,2020-11-20 18:08:49,,,18R,2020-11-20 18:08:49
JIA5118.CLT.DTW.201119.1752.0036.TFM,2020-11-20 18:08:57,18C,2020-11-20 18:08:57,,
AAL2554.EWR.CLT.201119.1642.0056.TFM,2020-11-20 18:10:00,,,18L,2020-11-20 18:10:00
RPA4809.PIT.CLT.201119.1702.0072.TFM,2020-11-20 18:10:16,,,18R,2020-11-20 18:10:16
N286BA.CLT.AGS.201119.2355.0051.TMA,2020-11-20 18:11:17,18L,2020-11-20 18:11:17,,
AAL1950.STL.CLT.201119.1652.0115.TFM,2020-11-20 18:11:41,,,18R,2020-11-20 18:11:41
JIA5471.CLT.PNS.201119.1802.0028.TFM,2020-11-20 18:11:51,18C,2020-11-20 18:11:51,,
JIA5073.BGR.CLT.201119.1557.0133.TFM,2020-11-20 18:12:28,,,18L,2020-11-20 18:12:28
AAL1665.LAS.CLT.201119.1422.0078.TFM,2020-11-20 18:12:58,,,18R,2020-11-20 18:12:58
JIA5246.CAK.CLT.201119.1712.0064.TFM,2020-11-20 18:13:14,,,18C,2020-11-20 18:13:14
AAL2717.CLT.MCO.201119.1757.0207.TFM,2020-11-20 18:14:07,18L,2020-11-20 18:14:07,,
ASH6186.IAH.CLT.201119.1557.0088.TFM,2020-11-20 18:14:20,,,18R,2020-11-20 18:14:20
JIA5191.ORF.CLT.201119.1717.0073.TFM,2020-11-20 18:15:01,,,18L,2020-11-20 18:15:01
JIA5492.CLT.FWA.201119.1757.0065.TFM,2020-11-20 18:15:18,18C,2020-11-20 18:15:18,,
AAL567.PHX.CLT.201119.1437.0077.TFM,2020-11-20 18:15:46,,,18R,2020-11-20 18:15:46
AAL789.CLT.DCA.201119.1802.0075.TFM,2020-11-20 18:16:32,18L,2020-11-20 18:16:32,,
JIA5125.FNT.CLT.201119.1647.0017.TFM,2020-11-20 18:16:44,,,18C,2020-11-20 18:16:44
RPA3648.ORD.CLT.201119.1642.0111.TFM,2020-11-20 18:17:09,,,18R,2020-11-20 18:17:09
AAL801.CLT.RSW.201119.1757.0195.TFM,2020-11-20 18:17:20,18L,2020-11-20 18:17:20,,
JIA5159.VPS.CLT.201119.1657.0215.TFM,2020-11-20 18:17:43,,,18L,2020-11-20 18:17:43
AAL1643.ATL.CLT.201119.1722.0080.TFM,2020-11-20 18:18:16,,,18R,2020-11-20 18:18:16
JIA5025.CLT.GSP.201119.1757.0079.TFM,2020-11-20 18:18:39,18C,2020-11-20 18:18:39,,
JIA5176.CLT.CHS.201119.1752.0086.TFM,2020-11-20 18:19:06,18L,2020-11-20 18:19:06,,
RPA4512.SYR.CLT.201119.1637.0057.TFM,2020-11-20 18:19:28,,,18R,2020-11-20 18:19:28
JIA5061.CLT.CRW.201119.1757.0077.TFM,2020-11-20 18:19:30,18C,2020-11-20 18:19:30,,
AAL2617.JAX.CLT.201119.1712.0117.TFM,2020-11-20 18:19:46,,,18L,2020-11-20 18:19:46
JIA5413.CLT.BHM.201119.1757.0066.TFM,2020-11-20 18:20:37,18C,2020-11-20 18:20:37,,
JIA5454.PIA.CLT.201119.1647.0032.TFM,2020-11-20 18:20:54,,,18R,2020-11-20 18:20:54
PDT6184.CLT.PHF.201119.1757.0069.TFM,2020-11-20 18:21:14,18L,2020-11-20 18:21:14,,
JIA5464.CLT.ECP.201119.1757.0078.TFM,2020-11-20 18:21:35,18C,2020-11-20 18:21:35,,
JIA5498.ROC.CLT.201119.1642.0038.TFM,2020-11-20 18:21:56,,,18R,2020-11-20 18:21:56
JIA5628.GSO.CLT.201119.1752.0033.TFM,2020-11-20 18:21:59,,,18L,2020-11-20 18:21:59
AAL433.CLT.ORD.201119.1802.0071.TFM,2020-11-20 18:22:29,18C,2020-11-20 18:22:29,,
AAL1984.TPA.CLT.201119.1652.0124.TFM,2020-11-20 18:23:15,,,18R,2020-11-20 18:23:15
ENY4254.CLT.GSO.201119.1807.0081.TFM,2020-11-20 18:23:27,18L,2020-11-20 18:23:27,,
SWA6882.CLT.DAL.201119.1802.0050.TFM,2020-11-20 18:23:31,18C,2020-11-20 18:23:31,,
JIA5571.GNV.CLT.201119.1602.0046.TFM,2020-11-20 18:24:23,,,18L,2020-11-20 18:24:23
RPA4671.CMH.CLT.201119.1722.0115.TFM,2020-11-20 18:24:29,,,18C,2020-11-20 18:24:29
RPA4941.IND.CLT.201119.1702.0089.TFM,2020-11-20 18:24:48,,,18R,2020-11-20 18:24:48
N750JT.CLT.APF.201119.2155.0087.TFM,2020-11-20 18:25:44,18L,2020-11-20 18:25:44,,
AAL2191.SAT.CLT.201119.1552.0048.TFM,2020-11-20 18:25:58,,,18R,2020-11-20 18:25:58
JIA5651.CLT.ROA.201119.1807.0062.TFM,2020-11-20 18:26:30,18L,2020-11-20 18:26:30,,
JIA5267.CLT.AVL.201119.1807.0082.TFM,2020-11-20 18:26:52,18C,2020-11-20 18:26:52,,
AAL97.RSW.CLT.201119.1647.0056.TFM,2020-11-20 18:27:29,,,18R,2020-11-20 18:27:29
JIA5311.FAY.CLT.201119.1742.0033.TFM,2020-11-20 18:27:50,,,18L,2020-11-20 18:27:50
AAL2236.CLT.PHX.201119.1812.0096.TFM,2020-11-20 18:28:05,18C,2020-11-20 18:28:05,,
AAL1961.AUS.CLT.201119.1602.0133.TFM,2020-11-20 18:28:41,,,18R,2020-11-20 18:28:41
PDT6147.CLT.SDF.201119.1757.0082.TFM,2020-11-20 18:29:20,18C,2020-11-20 18:29:20,,
AAL1301.CLT.FLL.201119.1807.0048.TFM,2020-11-20 18:29:29,18L,2020-11-20 18:29:29,,
JIA5698.YYZ.CLT.201119.1652.0105.TFM,2020-11-20 18:29:51,,,18R,2020-11-20 18:29:51
JIA5480.CLT.RIC.201119.1802.0037.TFM,2020-11-20 18:30:11,18L,2020-11-20 18:30:11,,
AAL2583.CLT.IAH.201119.1807.0032.TFM,2020-11-20 18:30:23,18C,2020-11-20 18:30:23,,
JIA5320.OAJ.CLT.201119.1742.0036.TFM,2020-11-20 18:30:43,,,18L,2020-11-20 18:30:43
JIA5306.CLT.MDT.201119.1757.0081.TFM,2020-11-20 18:31:19,18C,2020-11-20 18:31:19,,
RAX715.PTK.CLT.201120.1349.0011.TMA,2020-11-20 18:31:26,,,18R,2020-11-20 18:31:26
EJA325.CLT.HPN.201120.1238.0013.TFM,2020-11-20 18:31:54,18L,2020-11-20 18:31:54,,
JIA5155.RDU.CLT.201119.1747.0019.TFM,2020-11-20 18:32:44,,,18L,2020-11-20 18:32:44
JIA5280.GSP.CLT.201119.1747.0023.TFM,2020-11-20 18:32:48,,,18R,2020-11-20 18:32:48
PDT6134.CLT.CAK.201119.1757.0073.TFM,2020-11-20 18:33:15,18C,2020-11-20 18:33:15,,
GAJ831.CLT.SSI.201120.0256.0043.TFM,2020-11-20 18:33:56,18L,2020-11-20 18:33:56,,
JIA5051.HSV.CLT.201119.1732.0101.TFM,2020-11-20 18:34:16,,,18R,2020-11-20 18:34:16
AAL2947.CLT.DFW.201119.1802.0063.TFM,2020-11-20 18:34:35,18C,2020-11-20 18:34:35,,
RPA4919.ALB.CLT.201119.1632.0031.TFM,2020-11-20 18:34:36,,,18L,2020-11-20 18:34:36
JIA5581.CLT.OKC.201119.1807.0070.TFM,2020-11-20 18:35:27,18C,2020-11-20 18:35:27,,
JIA5026.LIT.CLT.201119.1702.0073.TFM,2020-11-20 18:35:29,,,18R,2020-11-20 18:35:29
AAL2731.CLT.JFK.201119.1807.0041.TFM,2020-11-20 18:36:09,18L,2020-11-20 18:36:09,,
PDT6150.LYH.CLT.201119.1747.0030.TFM,2020-11-20 18:36:29,,,18L,2020-11-20 18:36:29
AAL971.DFW.CLT.201119.1622.0077.TFM,2020-11-20 18:36:37,,,18R,2020-11-20 18:36:37
RPA4706.CLT.PIT.201119.1812.0094.TFM,2020-11-20 18:36:53,18C,2020-11-20 18:36:53,,
RPA4731.CLT.ATL.201119.1807.0057.TFM,2020-11-20 18:37:59,18C,2020-11-20 18:37:59,,
AAL1037.CLT.PHL.201119.1817.0096.TFM,2020-11-20 18:37:59,18L,2020-11-20 18:37:59,,
AAL1909.SAN.CLT.201119.1412.0050.TFM,2020-11-20 18:38:03,,,18R,2020-11-20 18:38:03
RPA4527.MYR.CLT.201119.1747.0036.TFM,2020-11-20 18:38:31,,,18L,2020-11-20 18:38:31
JIA5077.DAB.CLT.201119.1707.0099.TFM,2020-11-20 18:39:39,,,18R,2020-11-20 18:39:39
AAL2038.CLT.SAT.201119.1817.0103.TFM,2020-11-20 18:39:55,18C,2020-11-20 18:39:55,,
PDT6039.CLT.CAE.201119.1807.0071.TFM,2020-11-20 18:40:04,18L,2020-11-20 18:40:04,,
PDT6099.MOB.CLT.201119.1717.0062.TFM,2020-11-20 18:40:44,,,18R,2020-11-20 18:40:44
JIA5309.CLT.HSV.201119.1807.0076.TFM,2020-11-20 18:40:51,18C,2020-11-20 18:40:51,,
JIA5060.CHO.CLT.201119.1742.0024.TFM,2020-11-20 18:40:51,,,18L,2020-11-20 18:40:51
JIA5348.CLT.JAN.201119.1802.0027.TFM,2020-11-20 18:41:45,18C,2020-11-20 18:41:45,,
N704FC.RNT.CLT.201120.1200.0007.TMA,2020-11-20 18:42:03,,,18R,2020-11-20 18:42:03
PDT6272.CLT.CHO.201119.1812.0085.TFM,2020-11-20 18:42:08,18L,2020-11-20 18:42:08,,
CNS1911.GAI.CLT.201120.1403.0016.TFM,2020-11-20 18:42:46,,,18L,2020-11-20 18:42:46
ENY3850.CLT.CHA.201119.1807.0072.TFM,2020-11-20 18:43:04,18C,2020-11-20 18:43:04,,
JIA5457.SRQ.CLT.201119.1627.0042.TFM,2020-11-20 18:43:27,,,18R,2020-11-20 18:43:27
JIA5075.CLT.CLE.201119.1822.0060.TFM,2020-11-20 18:44:08,18C,2020-11-20 18:44:08,,
AAL1083.CLT.SAV.201119.1817.0090.TFM,2020-11-20 18:44:16,18L,2020-11-20 18:44:16,,
AAL817.BOS.CLT.201119.1617.0100.TFM,2020-11-20 18:44:43,,,18R,2020-11-20 18:44:43
LXJ351.CHS.CLT.201120.1322.0006.TFM,2020-11-20 18:45:04,,,18L,2020-11-20 18:45:04
RPA4505.CLT.MCI.201119.1822.0066.TFM,2020-11-20 18:45:46,18C,2020-11-20 18:45:46,,
JIA5323.ILM.CLT.201119.1752.0030.TFM,2020-11-20 18:46:03,,,18R,2020-11-20 18:46:03
JIA5516.CLT.VPS.201119.1812.0066.TFM,2020-11-20 18:46:29,18C,2020-11-20 18:46:29,,
JIA5494.CLT.MHT.201119.1827.0108.TFM,2020-11-20 18:46:32,18L,2020-11-20 18:46:32,,
AAL1483.CLT.LAS.201119.1827.0099.TFM,2020-11-20 18:47:21,18C,2020-11-20 18:47:21,,
JIA5242.CLT.EWN.201119.1822.0070.TFM,2020-11-20 18:47:42,18L,2020-11-20 18:47:42,,
AAL620.BDL.CLT.201119.1637.0076.TFM,2020-11-20 18:47:57,,,18R,2020-11-20 18:47:57
AAL591.CLT.PWM.201119.1817.0095.TFM,2020-11-20 18:48:42,18L,2020-11-20 18:48:42,,
RPA4625.CLT.CMH.201119.1812.0106.TFM,2020-11-20 18:48:45,18C,2020-11-20 18:48:45,,
JIA5144.CHS.CLT.201119.1747.0027.TFM,2020-11-20 18:49:28,,,18R,2020-11-20 18:49:28
JIA5132.CLT.JAX.201119.1822.0039.TFM,2020-11-20 18:49:35,18L,2020-11-20 18:49:35,,
AAL2319.CLT.AUS.201119.1802.0078.TFM,2020-11-20 18:49:43,18C,2020-11-20 18:49:43,,
AAL1006.CLT.BOS.201119.1822.0077.TFM,2020-11-20 18:50:23,18L,2020-11-20 18:50:23,,
JIA5023.MSY.CLT.201119.1652.0109.TFM,2020-11-20 18:50:44,,,18R,2020-11-20 18:50:44
RPA4524.CLT.BNA.201119.1822.0048.TFM,2020-11-20 18:50:48,18C,2020-11-20 18:50:48,,
JIA5640.CLT.DAB.201119.1827.0140.TFM,2020-11-20 18:51:09,18L,2020-11-20 18:51:09,,
JIA5533.CLT.SHV.201119.1817.0111.TFM,2020-11-20 18:51:46,18C,2020-11-20 18:51:46,,
AAL966.CLT.BWI.201119.1817.0092.TFM,2020-11-20 18:52:00,18L,2020-11-20 18:52:00,,
AAL2807.PBI.CLT.201119.1702.0060.TFM,2020-11-20 18:52:20,,,18R,2020-11-20 18:52:20
JIA5200.CLT.CVG.201119.1822.0069.TFM,2020-11-20 18:53:14,18C,2020-11-20 18:53:14,,
JIA5124.CLT.AGS.201119.1752.0078.TFM,2020-11-20 18:53:51,18C,2020-11-20 18:53:51,,
JIA5079.CLT.DAY.201119.1822.0061.TFM,2020-11-20 18:54:45,18C,2020-11-20 18:54:45,,
AAL733.LHR.CLT.201119.1012.0013.TFM,2020-11-20 18:54:58,,,18L,2020-11-20 18:54:58
AAL2761.CLT.MSY.201119.1827.0100.TFM,2020-11-20 18:55:52,18C,2020-11-20 18:55:52,,
JIA5106.DAY.CLT.201119.1732.0114.TFM,2020-11-20 18:56:01,,,18R,2020-11-20 18:56:01
PDT6038.CLT.EVV.201119.1822.0059.TFM,2020-11-20 18:56:55,18C,2020-11-20 18:56:55,,
JIA5099.BNA.CLT.201119.1802.0018.TFM,2020-11-20 18:57:42,,,18R,2020-11-20 18:57:42
JIA9947.CLT.BHM.201120.1716.0016.TFM_TFDM,2020-11-20 18:57:48,18C,2020-11-20 18:57:48,,
JIA5381.MHT.CLT.201119.1637.0116.TFM,2020-11-20 18:57:53,,,18L,2020-11-20 18:57:53
RPA4707.CLT.DSM.201119.1817.0076.TFM,2020-11-20 18:59:13,18C,2020-11-20 18:59:13,,
PDT6262.ITH.CLT.201119.1717.0079.TFM,2020-11-20 18:59:32,,,18R,2020-11-20 18:59:32
SWA2888.CLT.DEN.201119.1842.0077.TFM,2020-11-20 19:00:25,18C,2020-11-20 19:00:25,,
AAL2293.FLL.CLT.201119.1657.0195.TFM,2020-11-20 19:00:46,,,18L,2020-11-20 19:00:46
LXJ375.CLT.DAL.201120.1505.0026.TFM,2020-11-20 19:02:13,18L,2020-11-20 19:02:13,,
N599H.BJC.CLT.201120.0542.0005.TFM,2020-11-20 19:04:31,,,18L,2020-11-20 19:04:31
JIA5512.SAV.CLT.201119.1812.0064.TFM,2020-11-20 19:06:03,,,18L,2020-11-20 19:06:03
RAX715.CLT.FLL.201120.1356.0012.TFM,2020-11-20 19:08:07,18L,2020-11-20 19:08:07,,
AAL2695.MCO.CLT.201119.1707.0086.TFM,2020-11-20 19:11:54,,,18C,2020-11-20 19:11:54
JIA5425.CLT.GNV.201119.1827.0128.TFM,2020-11-20 19:14:38,18L,2020-11-20 19:14:38,,
RPA4853.EYW.CLT.201119.1652.0050.TFM,2020-11-20 19:16:35,,,18L,2020-11-20 19:16:35
PHJ55.CLT.TYS.201120.1556.0047.TFM,2020-11-20 19:17:54,18L,2020-11-20 19:17:54,,
AAL2586.PHL.CLT.201119.1712.0101.TFM,2020-11-20 19:30:32,,,18L,2020-11-20 19:30:32
DAL2330.CLT.ATL.201119.1922.0054.TFM,2020-11-20 19:32:10,18C,2020-11-20 19:32:10,,
AAL2091.DCA.CLT.201119.1837.0039.TFM,2020-11-20 19:33:36,,,18L,2020-11-20 19:33:36
AAL1597.MCO.CLT.201119.1812.0088.TFM,2020-11-20 19:34:10,,,18R,2020-11-20 19:34:10
JIA5513.BTV.CLT.201119.1742.0034.TFM,2020-11-20 19:35:03,,,18L,2020-11-20 19:35:03
EJA527P.CLT.PWK.201120.1507.0017.TFM,2020-11-20 19:36:14,18L,2020-11-20 19:36:14,,
AAL443.LGA.CLT.201119.1812.0076.TFM,2020-11-20 19:37:34,,,18L,2020-11-20 19:37:34
AAL1075.SFO.CLT.201119.1517.0063.TFM,2020-11-20 19:38:33,,,18R,2020-11-20 19:38:33
AAL642.CLT.LGA.201119.1932.0032.TFM,2020-11-20 19:39:04,18L,2020-11-20 19:39:04,,
JIA5365.CLT.PVD.201119.1937.0031.TFM,2020-11-20 19:40:44,18L,2020-11-20 19:40:44,,
AAL2561.CLT.FLL.201119.1932.0058.TFM,2020-11-20 19:41:31,18C,2020-11-20 19:41:31,,
AAL1104.DEN.CLT.201119.1647.0055.TFM,2020-11-20 19:42:39,,,18R,2020-11-20 19:42:39
AAL2388.CLT.ORD.201119.1932.0023.TFM,2020-11-20 19:42:58,18C,2020-11-20 19:42:58,,
AAL2550.CLT.EWR.201119.1937.0060.TFM,2020-11-20 19:43:02,18L,2020-11-20 19:43:02,,
JIA5576.IAD.CLT.201119.1847.0030.TFM,2020-11-20 19:43:35,,,18L,2020-11-20 19:43:35
JIA5224.ATL.CLT.201119.1857.0136.TFM,2020-11-20 19:44:00,,,18R,2020-11-20 19:44:00
JIA5429.DAY.CLT.201119.1842.0093.TFM,2020-11-20 19:45:08,,,18R,2020-11-20 19:45:08
RPA3427.CLT.EWR.201119.1927.0137.TFM,2020-11-20 19:45:11,18L,2020-11-20 19:45:11,,
RPA4890.CLT.SAV.201119.1932.0100.TFM,2020-11-20 19:45:55,18L,2020-11-20 19:45:55,,
JIA5378.ORF.CLT.201119.1852.0077.TFM,2020-11-20 19:46:37,,,18L,2020-11-20 19:46:37
AAL1914.LAX.CLT.201119.1532.0030.TFM,2020-11-20 19:46:41,,,18R,2020-11-20 19:46:41
